district,elevation,monthly_rainfall_mm,avg_temp_c,soil_nitrogen,soil_phosphorus,soil_potassium,soil_ph,fertilizer_type,drainage_quality,yield_mt_per_hec,recorded_date
Nuwara Eliya,High,142.1,14.3,55.5,16.3,52.7,5.1,Chemical,Fair,0.908,1684-09-13
Kegalle,Mid,274.7,29.6,41.8,21.7,52.0,5.2,Chemical,Good,0.757,1684-08-14
Badulla,High,66.4,21.3,26.7,21.1,17.3,5.1,Combo,Good,0.546,1684-07-15
Matale,Mid,112.2,29.1,66.8,36.2,43.5,5.1,Organic,Good,0.849,1684-06-15
Badulla,High,70.9,17.4,61.0,35.2,30.1,5.0,Combo,Good,0.969,1684-05-16
Kandy,Mid,180.9,27.1,41.2,33.8,47.9,5.2,Organic,Fair,0.852,1684-04-16
Matale,Mid,76.7,22.5,62.7,23.2,34.2,5.1,Combo,Poor,1.096,1684-03-17
Kegalle,Mid,242.6,27.0,27.2,32.9,58.2,4.9,Chemical,Fair,0.856,1684-02-16
Badulla,High,140.7,17.1,48.7,39.9,22.4,5.0,Organic,Fair,0.79,1684-01-17
Badulla,High,131.7,19.2,36.3,24.5,19.2,5.0,Combo,Poor,0.796,1683-12-18
Ratnapura,Low,337.1,25.6,48.3,25.0,30.5,4.9,Organic,Poor,0.585,1683-11-18
Kalutara,Low,280.2,25.3,57.0,14.2,43.6,4.7,Combo,Fair,1.059,1683-10-19
Nuwara Eliya,High,279.0,19.3,64.1,32.1,36.2,4.9,Combo,Poor,1.294,1683-09-19
Badulla,High,69.1,21.9,51.1,33.7,17.2,4.7,Chemical,Fair,0.866,1683-08-20
Kandy,Mid,258.6,20.3,23.0,15.0,20.6,5.3,Combo,Good,0.579,1683-07-21
Matale,Mid,133.1,25.8,79.1,28.1,31.2,5.5,Chemical,Fair,1.288,1683-06-21
Matale,Mid,173.5,20.7,52.2,31.0,38.1,5.6,Chemical,Poor,1.272,1683-05-22
Matale,Mid,91.4,29.0,26.1,35.7,48.3,5.5,Combo,Fair,0.675,1683-04-22
Matale,Mid,197.2,28.7,70.5,23.2,30.2,5.5,Combo,Poor,1.341,1683-03-23
Ratnapura,Low,192.0,28.0,55.4,36.9,41.2,4.7,Chemical,Poor,1.207,1683-02-21
Galle,Low,206.5,29.4,33.6,14.3,55.3,5.3,Combo,Poor,0.866,1683-01-22
Ratnapura,Low,214.7,32.2,24.5,38.6,16.0,4.7,Organic,Poor,0.464,1682-12-23
Ratnapura,Low,191.1,23.7,48.1,19.9,38.8,4.9,Chemical,Poor,1.141,1682-11-23
Ratnapura,Low,336.3,26.9,37.8,24.0,35.8,4.8,Chemical,Poor,0.6,1682-10-24
Galle,Low,120.4,29.0,46.1,36.7,55.3,5.4,Organic,Good,0.741,1682-09-24
Matale,Mid,166.1,21.2,38.3,38.2,42.4,5.6,Chemical,Good,1.143,1682-08-25
Kegalle,Mid,235.2,29.5,62.4,37.9,40.2,5.2,Organic,Poor,0.931,1682-07-26
Galle,Low,173.0,26.8,48.7,26.7,35.9,4.9,Organic,Poor,0.831,1682-06-26
Kandy,Mid,264.7,27.6,47.9,29.4,39.6,5.1,Organic,Poor,0.746,1682-05-27
Kalutara,Low,302.8,26.8,27.1,36.7,27.3,5.0,Chemical,Poor,0.612,1682-04-27
Kandy,Mid,224.3,25.6,66.9,25.3,44.1,5.2,Combo,Good,1.489,1682-03-28
Kandy,Mid,255.2,20.8,26.0,18.9,25.3,5.2,Chemical,Good,0.649,1682-02-26
Kegalle,Mid,163.8,24.1,45.8,20.8,32.2,5.0,Chemical,Good,0.985,1682-01-27
Matale,Mid,95.7,22.8,42.2,11.2,23.7,5.2,Chemical,Poor,0.697,1681-12-28
Matale,Mid,156.3,24.7,36.0,25.8,51.8,5.4,Organic,Fair,0.785,1681-11-28
Kandy,Mid,232.9,21.9,74.5,10.0,54.6,5.0,Organic,Good,1.252,1681-10-29
Kandy,Mid,105.3,27.3,59.9,33.7,50.6,5.4,Chemical,Fair,1.044,1681-09-29
Badulla,High,175.0,23.5,29.4,14.6,45.3,5.2,Organic,Fair,0.67,1681-08-30
Ratnapura,Low,236.7,26.0,79.3,28.9,50.8,5.0,Combo,Fair,1.664,1681-07-31
Matale,Mid,203.0,27.8,55.1,33.4,36.5,5.2,Organic,Poor,0.969,1681-07-01
Kandy,Mid,171.0,26.2,70.3,28.5,26.4,5.3,Organic,Good,1.061,1681-06-01
Matale,Mid,65.5,25.5,47.8,37.3,28.2,5.4,Chemical,Fair,0.785,1681-05-02
Kalutara,Low,192.8,28.7,70.4,37.6,15.2,4.6,Chemical,Poor,1.244,1681-04-02
Galle,Low,228.4,29.2,26.0,10.8,24.7,5.1,Chemical,Fair,0.493,1681-03-03
Ratnapura,Low,192.6,31.6,63.4,25.2,16.6,5.2,Chemical,Poor,0.936,1681-02-01
Kegalle,Mid,266.5,26.7,42.1,39.6,26.7,5.0,Organic,Fair,0.727,1681-01-02
Matale,Mid,75.1,28.5,43.5,16.9,23.6,5.2,Combo,Fair,0.613,1680-12-03
Ratnapura,Low,268.7,29.4,30.8,10.0,17.2,4.8,Chemical,Poor,0.448,1680-11-03
Kalutara,Low,288.0,27.7,78.0,38.4,19.0,4.7,Chemical,Poor,1.142,1680-10-04
Galle,Low,254.0,32.6,75.3,20.4,41.5,4.9,Combo,Poor,1.054,1680-09-04
Nuwara Eliya,High,218.5,17.5,55.0,20.4,55.6,4.6,Chemical,Fair,1.187,1680-08-05
Galle,Low,273.4,27.0,34.3,22.5,44.3,5.1,Organic,Fair,0.598,1680-07-06
Kalutara,Low,288.9,27.2,59.9,26.6,20.4,4.7,Combo,Good,0.975,1680-06-06
Badulla,High,232.8,15.6,22.3,29.7,53.7,5.1,Chemical,Poor,0.734,1680-05-07
Ratnapura,Low,243.9,24.1,37.5,13.6,56.9,5.0,Chemical,Poor,0.926,1680-04-07
Galle,Low,146.7,30.7,55.3,20.3,25.6,5.2,Combo,Fair,0.855,1680-03-08
Matale,Mid,158.3,21.2,53.9,13.6,48.9,5.1,Chemical,Fair,1.18,1680-02-07
Ratnapura,Low,167.9,31.0,27.4,12.9,24.7,5.0,Combo,Good,0.519,1680-01-08
Galle,Low,285.7,24.6,25.0,35.7,38.1,5.1,Organic,Good,0.592,1679-12-09
Matale,Mid,64.0,24.6,49.5,21.8,23.7,5.3,Chemical,Poor,0.712,1679-11-09
Kalutara,Low,328.3,25.5,76.9,26.8,23.6,4.6,Combo,Poor,1.097,1679-10-10
Kandy,Mid,123.6,24.6,62.1,16.3,54.8,5.5,Chemical,Poor,1.132,1679-09-10
Kegalle,Mid,243.9,29.8,66.9,11.6,31.1,5.1,Chemical,Fair,0.93,1679-08-11
Matale,Mid,73.2,27.9,77.2,23.6,45.8,5.5,Combo,Good,1.084,1679-07-12
Matale,Mid,97.8,21.8,36.4,12.0,59.6,5.5,Combo,Poor,0.897,1679-06-12
Badulla,High,201.7,22.7,57.0,22.0,49.5,4.9,Chemical,Poor,1.445,1679-05-13
Matale,Mid,134.9,22.3,63.4,28.0,48.0,5.5,Organic,Poor,1.118,1679-04-13
Galle,Low,196.9,31.7,54.4,36.9,53.9,5.1,Combo,Poor,1.197,1679-03-14
Kandy,Mid,117.7,23.0,77.5,21.7,32.1,5.2,Chemical,Good,1.317,1679-02-12
Ratnapura,Low,201.6,31.2,37.6,37.6,54.3,5.1,Organic,Good,0.76,1679-01-13
Kandy,Mid,175.0,21.5,44.7,11.7,35.7,5.5,Combo,Poor,1.087,1678-12-14
Matale,Mid,154.2,21.9,32.9,15.3,39.7,5.2,Chemical,Good,0.842,1678-11-14
Matale,Mid,216.4,24.5,30.5,24.1,48.4,5.4,Chemical,Poor,0.943,1678-10-15
Ratnapura,Low,297.2,25.9,51.3,18.5,21.3,5.3,Organic,Fair,0.627,1678-09-15
Ratnapura,Low,228.8,23.8,69.7,34.1,55.3,5.3,Chemical,Good,1.62,1678-08-16
Galle,Low,164.1,26.5,48.8,10.1,15.4,5.0,Organic,Fair,0.634,1678-07-17
Nuwara Eliya,High,190.6,12.6,34.7,21.3,18.4,5.0,Organic,Good,0.498,1678-06-17
Kandy,Mid,213.6,28.0,76.0,32.4,30.3,5.5,Organic,Good,1.115,1678-05-18
Ratnapura,Low,208.3,32.6,42.9,30.5,18.7,5.0,Organic,Poor,0.591,1678-04-18
Matale,Mid,164.3,24.3,25.4,18.2,50.6,5.6,Combo,Fair,0.858,1678-03-19
Matale,Mid,106.0,29.2,40.9,17.8,36.7,5.6,Combo,Poor,0.699,1678-02-17
Nuwara Eliya,High,159.5,19.4,75.6,34.0,25.8,4.8,Organic,Poor,1.182,1678-01-18
Matale,Mid,114.7,27.8,71.3,37.4,31.9,5.3,Chemical,Good,1.125,1677-12-19
Kalutara,Low,282.1,26.8,30.3,11.5,55.8,4.6,Combo,Poor,0.721,1677-11-19
Matale,Mid,222.4,28.5,26.0,24.7,40.1,5.3,Chemical,Poor,0.69,1677-10-20
Badulla,High,164.8,24.0,73.5,27.0,58.7,5.0,Combo,Fair,1.733,1677-09-20
Ratnapura,Low,337.3,28.5,75.8,18.9,19.0,5.2,Combo,Good,0.873,1677-08-21
Badulla,High,141.7,18.4,28.2,22.7,31.7,4.9,Combo,Poor,0.739,1677-07-22
Badulla,High,161.1,15.5,58.4,29.6,55.4,4.8,Combo,Fair,1.264,1677-06-22
Kandy,Mid,166.6,27.9,70.1,26.7,58.2,5.0,Chemical,Poor,1.328,1677-05-23
Kalutara,Low,150.5,32.2,75.2,29.9,37.1,4.4,Organic,Poor,0.835,1677-04-23
Kalutara,Low,140.3,28.3,35.3,27.6,31.3,4.8,Combo,Poor,0.772,1677-03-24
Ratnapura,Low,226.0,28.2,67.2,26.3,23.7,5.3,Combo,Fair,1.245,1677-02-22
Ratnapura,Low,332.7,24.5,29.9,24.8,50.7,4.8,Chemical,Good,0.66,1677-01-23
Ratnapura,Low,176.3,31.4,23.1,18.7,46.9,4.9,Organic,Fair,0.463,1676-12-24
Kegalle,Mid,246.5,23.5,56.4,10.8,18.6,5.1,Organic,Fair,0.794,1676-11-24
Kandy,Mid,248.7,22.9,33.9,33.5,45.0,5.0,Combo,Fair,1.092,1676-10-25
Nuwara Eliya,High,274.1,13.1,28.5,22.1,41.5,4.8,Chemical,Poor,0.546,1676-09-25
Kandy,Mid,212.9,20.0,65.1,36.0,16.1,5.5,Organic,Poor,1.133,1676-08-26
Ratnapura,Low,212.5,32.3,58.5,19.1,28.9,5.0,Organic,Poor,0.694,1676-07-27
Galle,Low,220.8,30.7,71.6,38.4,52.3,5.2,Chemical,Good,1.289,1676-06-27
Badulla,High,109.3,23.4,57.0,20.5,44.2,4.7,Chemical,Fair,1.055,1676-05-28
Nuwara Eliya,High,209.6,12.4,69.0,32.9,54.7,4.6,Chemical,Fair,1.204,1676-04-28
Nuwara Eliya,High,205.4,14.3,27.8,34.0,41.2,5.0,Organic,Poor,0.645,1676-03-29
Ratnapura,Low,213.6,27.6,66.9,38.1,34.3,5.0,Organic,Fair,1.087,1676-02-28
Badulla,High,160.1,18.5,43.7,19.3,30.4,5.2,Organic,Poor,0.722,1676-01-29
Matale,Mid,183.3,23.4,68.5,28.1,39.9,5.0,Chemical,Poor,1.534,1675-12-30
Badulla,High,78.7,20.2,34.0,24.9,34.0,4.6,Chemical,Poor,0.68,1675-11-30
Matale,Mid,200.1,21.3,40.2,21.3,48.5,5.2,Organic,Poor,0.954,1675-10-31
Nuwara Eliya,High,278.5,18.4,39.7,24.3,39.2,4.7,Combo,Fair,0.897,1675-10-01
Ratnapura,Low,203.9,24.2,46.9,34.9,52.7,5.0,Organic,Good,1.092,1675-09-01
Matale,Mid,190.0,27.3,56.1,28.5,36.2,5.2,Combo,Good,1.266,1675-08-02
Matale,Mid,177.9,27.9,58.0,31.2,23.1,5.2,Combo,Fair,1.175,1675-07-03
Matale,Mid,181.7,28.3,45.3,30.3,39.4,5.2,Combo,Fair,1.074,1675-06-03
Badulla,High,55.3,21.0,74.5,37.9,19.4,5.0,Chemical,Good,1.063,1675-05-04
Kandy,Mid,165.2,20.2,26.5,18.0,25.0,5.5,Chemical,Good,0.667,1675-04-04
Kalutara,Low,323.9,26.4,33.3,30.1,42.3,4.6,Chemical,Good,0.664,1675-03-05
Ratnapura,Low,299.5,27.8,72.3,18.3,31.9,4.7,Organic,Good,0.785,1675-02-03
Matale,Mid,136.5,23.2,45.4,22.8,54.4,5.0,Combo,Good,1.186,1675-01-04
Ratnapura,Low,214.8,26.8,45.3,36.4,19.5,4.8,Organic,Poor,0.815,1674-12-05
Kandy,Mid,85.3,27.1,23.2,32.4,33.7,5.5,Combo,Poor,0.595,1674-11-05
Kegalle,Mid,278.1,28.4,49.1,24.8,41.2,4.9,Organic,Good,0.693,1674-10-06
Matale,Mid,159.4,23.6,35.1,30.5,39.0,5.1,Organic,Poor,0.796,1674-09-06
Kalutara,Low,228.2,26.9,67.7,21.0,46.0,4.5,Organic,Fair,1.045,1674-08-07
Nuwara Eliya,High,120.9,11.9,58.0,38.4,16.4,5.0,Organic,Fair,0.624,1674-07-08
Kalutara,Low,296.9,32.3,26.6,11.5,42.7,4.5,Combo,Fair,0.455,1674-06-08
Nuwara Eliya,High,226.8,17.5,45.6,37.5,17.6,4.8,Combo,Good,1.068,1674-05-09
Galle,Low,126.4,33.4,72.1,17.1,18.1,5.0,Organic,Fair,0.609,1674-04-09
Ratnapura,Low,254.0,31.9,64.3,38.1,33.7,5.1,Organic,Poor,0.788,1674-03-10
Matale,Mid,149.7,21.2,28.6,10.8,52.7,5.5,Organic,Good,0.646,1674-02-08
Kegalle,Mid,274.1,23.5,73.8,19.6,45.6,5.1,Chemical,Poor,1.331,1674-01-09
Kalutara,Low,250.2,28.0,34.3,20.9,52.9,4.5,Organic,Fair,0.635,1673-12-10
Galle,Low,191.2,30.1,60.1,28.1,54.5,4.9,Chemical,Good,1.157,1673-11-10
Nuwara Eliya,High,211.4,13.9,20.8,27.3,24.7,5.0,Combo,Good,0.599,1673-10-11
Badulla,High,195.5,17.2,76.2,11.7,23.6,4.8,Combo,Good,1.393,1673-09-11
Galle,Low,223.6,28.8,70.4,24.6,20.9,4.9,Chemical,Fair,1.136,1673-08-12
Kegalle,Mid,91.9,21.5,51.6,24.0,41.7,5.2,Combo,Good,1.072,1673-07-13
Matale,Mid,251.1,25.6,40.6,39.8,55.0,5.2,Organic,Fair,0.889,1673-06-13
Nuwara Eliya,High,155.6,13.9,63.7,35.9,18.1,4.6,Chemical,Fair,0.998,1673-05-14
Ratnapura,Low,156.0,25.2,20.6,29.9,53.4,4.8,Chemical,Poor,0.783,1673-04-14
Galle,Low,158.8,24.1,51.3,18.7,22.4,5.0,Chemical,Poor,0.98,1673-03-15
Ratnapura,Low,183.0,27.7,25.4,25.3,51.7,5.2,Combo,Poor,0.849,1673-02-13
Matale,Mid,196.2,20.7,35.1,39.1,53.9,5.0,Chemical,Poor,1.262,1673-01-14
Kegalle,Mid,137.5,22.3,30.6,38.7,38.1,4.9,Chemical,Fair,0.948,1672-12-15
Kandy,Mid,81.1,28.3,40.1,31.6,55.2,5.1,Organic,Good,0.605,1672-11-15
Ratnapura,Low,214.6,26.4,56.4,33.4,19.8,4.9,Chemical,Poor,1.153,1672-10-16
Kegalle,Mid,232.8,30.6,25.4,16.0,54.8,5.1,Organic,Fair,0.502,1672-09-16
Badulla,High,234.4,22.7,51.9,18.5,50.6,4.8,Combo,Poor,1.327,1672-08-17
Galle,Low,279.0,24.6,40.5,12.0,55.0,5.1,Organic,Poor,0.684,1672-07-18
Matale,Mid,248.7,21.2,41.1,38.1,18.2,5.0,Chemical,Good,1.001,1672-06-18
Galle,Low,157.1,31.0,27.4,24.3,46.9,5.2,Organic,Good,0.512,1672-05-19
Kalutara,Low,209.2,31.6,27.5,33.6,39.5,4.4,Combo,Fair,0.761,1672-04-19
Nuwara Eliya,High,163.8,11.9,58.8,34.4,16.6,4.8,Chemical,Good,0.853,1672-03-20
Ratnapura,Low,204.9,24.6,52.3,26.2,22.2,5.0,Combo,Fair,1.256,1672-02-19
Kandy,Mid,153.1,28.6,78.0,19.5,19.3,5.3,Combo,Fair,1.214,1672-01-20
Nuwara Eliya,High,296.2,12.5,37.5,14.5,24.9,5.0,Combo,Fair,0.521,1671-12-21
Matale,Mid,254.8,26.5,60.3,37.1,36.5,5.5,Combo,Good,1.281,1671-11-21
Nuwara Eliya,High,175.5,16.7,76.0,22.5,55.6,4.5,Chemical,Good,1.421,1671-10-22
Kandy,Mid,267.9,26.7,59.3,24.0,20.5,5.3,Organic,Fair,0.774,1671-09-22
Ratnapura,Low,309.5,32.8,27.8,31.3,57.7,4.9,Chemical,Poor,0.538,1671-08-23
Kandy,Mid,278.8,23.4,67.9,12.8,40.9,5.4,Combo,Poor,1.255,1671-07-24
Nuwara Eliya,High,107.4,16.7,28.1,26.6,44.1,4.7,Chemical,Poor,0.645,1671-06-24
Matale,Mid,148.9,22.6,28.2,33.5,30.5,5.1,Chemical,Good,0.856,1671-05-25
Kegalle,Mid,242.8,27.2,25.3,39.0,55.7,5.2,Chemical,Good,0.864,1671-04-25
Kegalle,Mid,207.0,25.6,24.8,25.7,34.1,5.2,Organic,Good,0.627,1671-03-26
Matale,Mid,148.0,21.0,50.6,20.2,19.2,5.6,Combo,Fair,1.055,1671-02-24
Kandy,Mid,99.1,26.8,68.9,10.5,19.1,4.9,Organic,Good,0.699,1671-01-25
Ratnapura,Low,169.8,31.8,69.6,23.4,45.2,5.3,Organic,Poor,0.857,1670-12-26
Ratnapura,Low,237.9,29.2,59.2,25.6,39.5,4.8,Organic,Good,0.84,1670-11-26
Kegalle,Mid,97.8,25.3,41.5,15.6,30.0,5.3,Organic,Poor,0.565,1670-10-27
Galle,Low,208.9,27.0,46.8,28.6,21.2,4.9,Organic,Fair,0.793,1670-09-27
Ratnapura,Low,319.1,31.3,76.1,37.1,19.3,4.9,Organic,Poor,0.696,1670-08-28
Nuwara Eliya,High,249.4,17.4,73.3,36.3,37.9,4.9,Combo,Poor,1.477,1670-07-29
Galle,Low,272.6,33.1,64.1,33.3,23.6,5.2,Organic,Good,0.646,1670-06-29
Nuwara Eliya,High,267.6,13.2,29.8,16.9,26.5,5.0,Chemical,Poor,0.485,1670-05-30
Kandy,Mid,134.3,26.5,57.8,20.5,44.8,5.3,Chemical,Fair,1.027,1670-04-30
Badulla,High,52.6,24.1,50.2,26.1,37.1,5.0,Chemical,Fair,0.78,1670-03-31
Nuwara Eliya,High,208.6,12.6,66.6,12.5,46.3,4.6,Organic,Good,0.837,1670-03-01
Matale,Mid,183.2,29.7,35.6,38.8,23.6,5.2,Combo,Good,0.874,1670-01-30
Ratnapura,Low,312.2,26.1,53.0,15.1,18.6,5.1,Chemical,Fair,0.719,1669-12-31
Kegalle,Mid,276.4,23.1,67.1,33.9,37.8,5.2,Organic,Poor,1.09,1669-12-01
Kandy,Mid,279.9,27.5,67.1,21.3,15.1,5.2,Chemical,Poor,0.928,1669-11-01
Matale,Mid,87.9,25.8,20.0,15.8,58.9,5.0,Chemical,Fair,0.555,1669-10-02
Matale,Mid,107.7,20.7,65.2,14.9,18.6,5.3,Combo,Good,1.086,1669-09-02
Nuwara Eliya,High,269.5,20.3,76.5,15.8,47.4,5.0,Organic,Good,1.112,1669-08-03
Badulla,High,107.0,18.9,70.8,15.9,58.0,5.0,Combo,Poor,1.29,1669-07-04
Nuwara Eliya,High,146.8,18.9,46.6,17.5,24.3,4.8,Chemical,Fair,0.861,1669-06-04
Kalutara,Low,232.8,30.2,68.4,26.8,52.9,4.5,Organic,Fair,0.959,1669-05-05
Matale,Mid,253.6,20.1,26.5,30.2,50.0,5.3,Chemical,Fair,0.873,1669-04-05
Nuwara Eliya,High,272.0,11.9,76.9,22.4,53.2,4.7,Chemical,Good,0.998,1669-03-06
Galle,Low,139.1,29.3,72.2,19.1,50.4,4.9,Combo,Fair,1.208,1669-02-04
Kandy,Mid,162.0,25.4,55.2,23.5,53.4,5.3,Combo,Good,1.315,1669-01-05
Galle,Low,143.2,27.3,64.0,24.8,26.3,5.3,Chemical,Fair,1.034,1668-12-06
Ratnapura,Low,235.6,23.6,67.2,13.1,24.6,4.8,Combo,Good,1.31,1668-11-06
Ratnapura,Low,239.5,24.4,64.6,24.5,44.3,5.1,Chemical,Fair,1.336,1668-10-07
Kegalle,Mid,124.5,23.0,79.6,39.7,54.7,5.1,Organic,Poor,1.326,1668-09-07
Badulla,High,178.9,20.2,34.5,33.5,39.9,5.1,Chemical,Good,1.036,1668-08-08
Ratnapura,Low,276.2,32.7,79.7,33.0,27.5,4.8,Organic,Good,0.773,1668-07-09
Kalutara,Low,327.0,28.6,56.6,24.9,52.0,4.8,Chemical,Fair,0.805,1668-06-09
Matale,Mid,147.2,27.2,43.9,26.0,33.3,5.1,Chemical,Poor,0.854,1668-05-10
Badulla,High,185.4,22.3,67.1,34.2,46.4,5.1,Combo,Good,1.825,1668-04-10
Kegalle,Mid,214.7,27.7,45.6,15.3,50.3,4.8,Combo,Good,1.046,1668-03-11
Kandy,Mid,124.3,22.8,20.2,15.4,56.9,5.2,Chemical,Good,0.681,1668-02-10
Kalutara,Low,316.0,25.2,49.4,12.6,17.8,4.9,Organic,Poor,0.548,1668-01-11
Galle,Low,145.8,29.9,32.1,35.8,43.6,5.3,Organic,Good,0.615,1667-12-12
Nuwara Eliya,High,224.3,12.3,69.0,26.7,50.9,5.0,Organic,Good,0.902,1667-11-12
Badulla,High,122.6,15.3,50.3,10.7,44.8,5.2,Combo,Good,0.846,1667-10-13
Kalutara,Low,146.4,31.1,49.8,13.6,49.9,4.8,Chemical,Fair,0.783,1667-09-13
Matale,Mid,249.0,26.7,46.1,14.5,27.1,5.4,Chemical,Good,0.805,1667-08-14
Ratnapura,Low,314.1,29.6,35.4,36.7,41.5,5.1,Combo,Poor,0.717,1667-07-15
Badulla,High,80.4,17.6,33.0,38.9,59.1,5.1,Combo,Poor,0.871,1667-06-15
Badulla,High,91.4,23.1,35.6,13.5,25.5,4.8,Organic,Fair,0.507,1667-05-16
Ratnapura,Low,226.4,27.6,74.8,10.9,35.3,4.9,Organic,Poor,0.976,1667-04-16
Nuwara Eliya,High,113.5,17.9,64.9,38.0,40.9,4.7,Combo,Fair,1.269,1667-03-17
Kegalle,Mid,249.5,26.1,60.0,36.0,32.3,5.2,Organic,Poor,0.958,1667-02-15
Galle,Low,227.5,31.7,48.0,11.1,60.0,5.3,Organic,Good,0.664,1667-01-16
Kalutara,Low,267.2,30.2,40.5,26.3,17.9,4.6,Combo,Poor,0.684,1666-12-17
Ratnapura,Low,205.3,30.2,29.5,26.7,50.2,5.1,Organic,Poor,0.632,1666-11-17
Galle,Low,148.0,25.3,36.1,30.9,24.5,5.2,Combo,Fair,0.896,1666-10-18
Ratnapura,Low,196.5,26.1,38.0,20.3,55.3,5.1,Combo,Poor,1.111,1666-09-18
Kegalle,Mid,256.6,23.1,35.9,24.3,43.7,5.0,Combo,Good,1.016,1666-08-19
Galle,Low,147.7,24.2,56.9,20.9,18.3,5.0,Organic,Good,0.835,1666-07-20
Kalutara,Low,189.7,24.3,71.5,31.2,35.8,4.8,Combo,Good,1.702,1666-06-20
Nuwara Eliya,High,135.9,20.6,50.8,18.0,39.3,4.9,Organic,Good,0.829,1666-05-21
Nuwara Eliya,High,137.0,20.3,78.7,22.9,16.0,5.1,Combo,Fair,1.403,1666-04-21
Ratnapura,Low,308.8,26.4,35.3,30.6,54.7,4.8,Organic,Fair,0.627,1666-03-22
Galle,Low,125.2,29.4,27.7,25.1,27.1,5.2,Organic,Good,0.44,1666-02-20
Matale,Mid,192.7,29.3,62.8,38.0,19.8,5.2,Chemical,Poor,1.156,1666-01-21
Matale,Mid,155.7,24.3,59.7,10.6,27.1,5.1,Combo,Fair,1.145,1665-12-22
Nuwara Eliya,High,157.3,14.7,21.4,27.1,37.6,4.9,Chemical,Good,0.587,1665-11-22
Kalutara,Low,339.5,26.7,37.1,34.5,19.5,4.6,Organic,Fair,0.489,1665-10-23
Kalutara,Low,182.9,32.8,33.1,24.7,47.0,4.5,Combo,Good,0.741,1665-09-23
Badulla,High,162.4,15.7,23.3,33.8,53.0,4.9,Combo,Good,0.831,1665-08-24
Kalutara,Low,185.5,25.8,57.2,35.9,41.1,4.5,Organic,Good,1.075,1665-07-25
Ratnapura,Low,204.0,26.3,32.8,16.2,46.2,5.3,Combo,Poor,0.934,1665-06-25
Nuwara Eliya,High,217.1,19.2,79.1,30.2,29.5,4.6,Chemical,Good,1.562,1665-05-26
Kegalle,Mid,256.0,25.4,54.7,14.9,24.0,5.1,Organic,Good,0.757,1665-04-26
Badulla,High,172.5,15.5,66.1,20.0,41.0,5.0,Chemical,Fair,1.14,1665-03-27
Badulla,High,192.6,18.1,37.3,37.6,54.2,5.0,Combo,Good,1.241,1665-02-25
Ratnapura,Low,172.4,32.0,48.8,24.6,48.5,4.7,Organic,Poor,0.691,1665-01-26
Kandy,Mid,216.9,23.9,32.5,21.7,30.5,5.0,Chemical,Good,0.856,1664-12-27
Ratnapura,Low,319.6,31.2,29.7,12.8,33.8,5.1,Organic,Poor,0.333,1664-11-27
Kalutara,Low,313.9,29.4,68.6,13.9,18.7,4.8,Chemical,Fair,0.748,1664-10-28
Matale,Mid,258.1,29.4,40.2,19.6,16.4,5.1,Combo,Fair,0.677,1664-09-28
Matale,Mid,123.1,24.3,34.7,15.9,23.2,5.4,Combo,Fair,0.711,1664-08-29
Galle,Low,239.3,33.6,71.8,20.9,49.7,5.1,Chemical,Fair,0.957,1664-07-30
Kegalle,Mid,136.5,22.8,52.4,31.8,21.2,5.0,Chemical,Fair,1.085,1664-06-30
Galle,Low,252.3,31.4,28.9,17.9,39.4,5.0,Combo,Good,0.594,1664-05-31
Kalutara,Low,238.6,32.1,58.0,34.7,36.0,4.7,Organic,Good,0.753,1664-05-01
Kegalle,Mid,197.4,29.8,46.7,23.1,26.2,5.0,Organic,Poor,0.703,1664-04-01
Matale,Mid,107.7,29.0,24.1,30.3,35.1,5.3,Organic,Good,0.453,1664-03-02
Kegalle,Mid,259.9,22.5,46.3,28.1,31.7,5.1,Combo,Fair,1.148,1664-02-01
Ratnapura,Low,217.1,31.9,42.1,10.3,58.9,5.1,Organic,Fair,0.618,1664-01-02
Ratnapura,Low,269.3,30.7,50.4,20.3,47.5,4.9,Organic,Fair,0.654,1663-12-03
Galle,Low,133.4,33.5,69.5,22.9,32.0,5.3,Chemical,Good,0.821,1663-11-03
Badulla,High,79.4,20.9,60.3,37.3,53.8,4.8,Organic,Fair,0.952,1663-10-04
Kegalle,Mid,241.2,29.1,58.7,21.1,23.0,4.9,Organic,Good,0.746,1663-09-04
Matale,Mid,146.5,20.5,30.7,26.8,52.6,5.0,Combo,Poor,1.01,1663-08-05
Nuwara Eliya,High,181.5,18.9,38.7,36.7,36.5,4.9,Combo,Fair,1.166,1663-07-06
Badulla,High,80.4,19.5,49.0,11.3,32.5,5.1,Combo,Fair,0.789,1663-06-06
Kalutara,Low,202.8,27.1,20.8,33.5,58.1,4.6,Combo,Good,0.949,1663-05-07
Kandy,Mid,105.9,27.2,32.7,33.2,34.5,5.0,Organic,Poor,0.568,1663-04-07
Nuwara Eliya,High,254.8,19.7,51.7,39.2,42.6,4.9,Organic,Poor,0.995,1663-03-08
Kegalle,Mid,106.6,21.2,23.7,25.5,23.3,5.3,Organic,Good,0.49,1663-02-06
Kalutara,Low,261.0,31.6,69.3,30.4,43.4,4.8,Combo,Good,1.099,1663-01-07
Ratnapura,Low,345.8,30.4,55.9,28.0,55.9,5.2,Combo,Good,0.788,1662-12-08
Kegalle,Mid,246.0,24.3,33.2,18.2,56.0,4.8,Organic,Fair,0.734,1662-11-08
